"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-09-17 19:20:55 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Refugees (incl. refugee-like situations)"
2015,France,Gambia,184
2015,France,Guinea-Bissau,931
2015,France,"Equatorial Guinea",30
2015,France,Guatemala,17
2015,France,Guyana,13
2015,France,Croatia,66
2015,France,Haiti,3445
2015,France,Hungary,66
2015,France,Indonesia,6
2015,France,India,202
2015,France,"Iran (Islamic Rep. of)",2417
2015,France,Iraq,4787
2015,France,Israel,5
2015,France,Jamaica,13
2015,France,Jordan,18
2015,France,Kazakhstan,499
2015,France,Kenya,75
2015,France,Kyrgyzstan,283
2015,France,Cambodia,11824
2015,France,Kuwait,9
2015,France,"Lao People's Dem. Rep.",6944
2015,France,Lebanon,117
2015,France,Liberia,218
2015,France,Libya,143
2015,France,"Saint Lucia",0
2015,France,"Sri Lanka",24220
2015,France,Lithuania,12
2015,France,Latvia,39
2015,France,Morocco,254
2015,France,"Rep. of Moldova",347
2015,France,Madagascar,216
2015,France,Mexico,16
2015,France,"The former Yugoslav Republic of Macedonia",323
2015,France,Mali,4050
2015,France,Myanmar,311
2015,France,Montenegro,79
2015,France,Mongolia,384
2015,France,Mozambique,10
2015,France,Mauritania,5066
2015,France,Mauritius,10
2015,France,Malawi,*
2015,France,Malaysia,7
2015,France,Niger,52
2015,France,Nigeria,1250
2015,France,Nepal,119
2015,France,Pakistan,961
2015,France,Peru,290
2015,France,Poland,144
2015,France,"Dem. People's Rep. of Korea",0
2015,France,Paraguay,5
2015,France,Palestinian,565
2015,France,Romania,156
2015,France,"Russian Federation",14195
2015,France,Rwanda,2795
2015,France,"Saudi Arabia",5
2015,France,Sudan,4146
2015,France,Senegal,798
2015,France,"Sierra Leone",478
2015,France,"El Salvador",18
2015,France,Somalia,2007
2015,France,"Serbia and Kosovo (S/RES/1244 (1999))",12500
2015,France,"South Sudan",*
2015,France,Suriname,0
2015,France,Slovakia,114
2015,France,"Syrian Arab Rep.",5179
2015,France,Chad,1232
2015,France,Togo,693
2015,France,Thailand,5
2015,France,Tajikistan,35
2015,France,Turkmenistan,14
2015,France,Tunisia,247
2015,France,Turkey,10652
2015,France,"United Rep. of Tanzania",*
2015,France,Uganda,100
2015,France,Ukraine,1038
2015,France,"United States of America",*
2015,France,Uzbekistan,216
2015,France,"Venezuela (Bolivarian Republic of)",32
2015,France,"Viet Nam",8132
2015,France,Stateless,0
2015,France,Various/Unknown,68443
2015,France,Yemen,63
2015,France,"South Africa",30
2015,France,Zimbabwe,34
2015,"Micronesia (Federated States of)",India,0
2015,"Micronesia (Federated States of)",Nepal,*
2015,Gabon,Burundi,8
2015,Gabon,"Central African Rep.",26
2015,Gabon,"Dem. Rep. of the Congo",43
2015,Gabon,Congo,112
2015,Gabon,Mauritania,8
2015,Gabon,Rwanda,33
2015,Gabon,"Sierra Leone",10
2015,Gabon,"South Sudan",0
2015,Gabon,"Sao Tome and Principe",19
2015,Gabon,Chad,647
2015,Gabon,Togo,13
2015,"United Kingdom",Afghanistan,9354
2015,"United Kingdom",Angola,294
2015,"United Kingdom",Albania,1823
2015,"United Kingdom","United Arab Emirates",15
2015,"United Kingdom",Armenia,38
2015,"United Kingdom",Azerbaijan,83
2015,"United Kingdom",Burundi,76
2015,"United Kingdom",Benin,12
2015,"United Kingdom","Burkina Faso",5
2015,"United Kingdom",Bangladesh,940
2015,"United Kingdom",Bahrain,146
2015,"United Kingdom","Bosnia and Herzegovina",37
2015,"United Kingdom",Belarus,178
2015,"United Kingdom","Bolivia (Plurinational State of)",16
2015,"United Kingdom",Brazil,14
2015,"United Kingdom",Barbados,*
2015,"United Kingdom",Bhutan,91
2015,"United Kingdom",Botswana,17
2015,"United Kingdom","Central African Rep.",9
2015,"United Kingdom",Canada,8
2015,"United Kingdom",China,1837
2015,"United Kingdom","Côte d'Ivoire",298
2015,"United Kingdom",Cameroon,383
2015,"United Kingdom","Dem. Rep. of the Congo",1473
2015,"United Kingdom",Congo,155
2015,"United Kingdom",Colombia,60
2015,"United Kingdom",Cuba,16
2015,"United Kingdom",Dominica,5
2015,"United Kingdom",Algeria,334
2015,"United Kingdom",Ecuador,19
2015,"United Kingdom",Egypt,473
2015,"United Kingdom",Eritrea,12383
2015,"United Kingdom","Western Sahara",11
2015,"United Kingdom",Ethiopia,1006
2015,"United Kingdom",Fiji,8
2015,"United Kingdom",Georgia,41
2015,"United Kingdom",Ghana,216
2015,"United Kingdom",Guinea,326
2015,"United Kingdom",Gambia,1235
2015,"United Kingdom",Guinea-Bissau,10
2015,"United Kingdom",Grenada,8
2015,"United Kingdom",Guatemala,*
2015,"United Kingdom",Guyana,14
2015,"United Kingdom",Honduras,31
2015,"United Kingdom",Croatia,5
2015,"United Kingdom",Indonesia,10
2015,"United Kingdom",India,296
2015,"United Kingdom","Iran (Islamic Rep. of)",12667
2015,"United Kingdom",Iraq,3014
2015,"United Kingdom",Israel,11
2015,"United Kingdom",Jamaica,354
2015,"United Kingdom",Jordan,46
2015,"United Kingdom",Kazakhstan,11
2015,"United Kingdom",Kenya,288
2015,"United Kingdom",Kyrgyzstan,28
2015,"United Kingdom","Rep. of Korea",9
2015,"United Kingdom",Kuwait,749
2015,"United Kingdom",Lebanon,129
2015,"United Kingdom",Liberia,7
2015,"United Kingdom",Libya,1138
2015,"United Kingdom","Saint Lucia",10
2015,"United Kingdom","Sri Lanka",5279
2015,"United Kingdom",Lithuania,0
2015,"United Kingdom",Latvia,0
2015,"United Kingdom",Morocco,134
2015,"United Kingdom","Rep. of Moldova",21
2015,"United Kingdom",Maldives,18
2015,"United Kingdom",Mexico,6
2015,"United Kingdom","The former Yugoslav Republic of Macedonia",19
2015,"United Kingdom",Mali,18
2015,"United Kingdom",Myanmar,942
2015,"United Kingdom",Mongolia,77
2015,"United Kingdom",Mauritania,7
2015,"United Kingdom",Mauritius,35
2015,"United Kingdom",Malawi,286
2015,"United Kingdom",Malaysia,88
2015,"United Kingdom",Namibia,14
2015,"United Kingdom",Niger,7
2015,"United Kingdom",Nigeria,1679
2015,"United Kingdom",Nepal,110
2015,"United Kingdom",Oman,8
2015,"United Kingdom",Pakistan,6319
2015,"United Kingdom",Philippines,6
2015,"United Kingdom",Poland,*
2015,"United Kingdom","Dem. People's Rep. of Korea",608
2015,"United Kingdom",Palestinian,408
2015,"United Kingdom",Romania,12
2015,"United Kingdom","Russian Federation",541
2015,"United Kingdom",Rwanda,117
2015,"United Kingdom","Saudi Arabia",71
2015,"United Kingdom",Sudan,6076
2015,"United Kingdom",Senegal,68
2015,"United Kingdom",Singapore,*
2015,"United Kingdom","Sierra Leone",346
2015,"United Kingdom","El Salvador",14
2015,"United Kingdom",Somalia,6977
2015,"United Kingdom","Serbia and Kosovo (S/RES/1244 (1999))",196
2015,"United Kingdom","South Sudan",23
2015,"United Kingdom",Swaziland,50
2015,"United Kingdom","Syrian Arab Rep.",6496
2015,"United Kingdom",Chad,43
2015,"United Kingdom",Togo,25
2015,"United Kingdom",Thailand,25
2015,"United Kingdom",Turkmenistan,22
2015,"United Kingdom","Trinidad and Tobago",42
2015,"United Kingdom",Tunisia,31
2015,"United Kingdom",Turkey,984
2015,"United Kingdom","United Rep. of Tanzania",65
2015,"United Kingdom",Uganda,966
2015,"United Kingdom",Ukraine,85
2015,"United Kingdom","United States of America",35
2015,"United Kingdom",Uzbekistan,64
2015,"United Kingdom","Saint Vincent and the Grenadines",14
2015,"United Kingdom","Venezuela (Bolivarian Republic of)",27
2015,"United Kingdom","Viet Nam",533
2015,"United Kingdom",Stateless,1407
2015,"United Kingdom",Various/Unknown,19731
2015,"United Kingdom",Yemen,292
2015,"United Kingdom","South Africa",150
2015,"United Kingdom",Zambia,64
2015,"United Kingdom",Zimbabwe,9045
2015,Georgia,Afghanistan,*
2015,Georgia,Bangladesh,0
2015,Georgia,"Côte d'Ivoire",0
2015,Georgia,Cameroon,0
2015,Georgia,Egypt,6
2015,Georgia,Georgia,0
2015,Georgia,Ghana,0
2015,Georgia,"Iran (Islamic Rep. of)",*
2015,Georgia,Iraq,553
2015,Georgia,Lebanon,6
2015,Georgia,Nigeria,*
2015,Georgia,Pakistan,0
2015,Georgia,"Russian Federation",255
2015,Georgia,"Syrian Arab Rep.",475
2015,Georgia,Turkey,*
2015,Georgia,Ukraine,668
2015,Georgia,Uzbekistan,0
2015,Georgia,Stateless,0
2015,Ghana,Burundi,*
2015,Ghana,"Central African Rep.",102
2015,Ghana,"Côte d'Ivoire",10807
2015,Ghana,Cameroon,5
2015,Ghana,"Dem. Rep. of the Congo",45
2015,Ghana,Congo,*
2015,Ghana,Eritrea,12
2015,Ghana,Ethiopia,*
2015,Ghana,Iraq,11
2015,Ghana,Lebanon,7
2015,Ghana,Liberia,2788
2015,Ghana,Libya,0
2015,Ghana,"Sri Lanka",0
2015,Ghana,Mali,0
2015,Ghana,Nigeria,9
2015,Ghana,Pakistan,13
2015,Ghana,Palestinian,0
2015,Ghana,Rwanda,36
2015,Ghana,Sudan,279
2015,Ghana,"Sierra Leone",118
2015,Ghana,Somalia,59
2015,Ghana,"Syrian Arab Rep.",47
2015,Ghana,Chad,8
2015,Ghana,Togo,3041
2015,Ghana,Uganda,7
2015,Guinea,Burundi,7
2015,Guinea,"Central African Rep.",57
2015,Guinea,"Côte d'Ivoire",6668
2015,Guinea,"Dem. Rep. of the Congo",51
2015,Guinea,Congo,12
2015,Guinea,Liberia,1768
2015,Guinea,"Sri Lanka",13
2015,Guinea,Mali,15
2015,Guinea,Nigeria,8
2015,Guinea,Rwanda,10
2015,Guinea,"Sierra Leone",202
2015,Guinea,Somalia,5
2015,Guinea,Togo,9
2015,Gambia,"Côte d'Ivoire",192
2015,Gambia,"Dem. Rep. of the Congo",40
2015,Gambia,Congo,8
2015,Gambia,Guinea-Bissau,9
2015,Gambia,Liberia,67
2015,Gambia,Senegal,7392
2015,Gambia,"Sierra Leone",119
2015,Gambia,Togo,24
2015,Guinea-Bissau,Burundi,13
2015,Guinea-Bissau,"Central African Rep.",0
2015,Guinea-Bissau,"Côte d'Ivoire",17
2015,Guinea-Bissau,"Dem. Rep. of the Congo",7
2015,Guinea-Bissau,Guinea,10
2015,Guinea-Bissau,Gambia,5
2015,Guinea-Bissau,Liberia,5
2015,Guinea-Bissau,Mali,0
2015,Guinea-Bissau,Nigeria,0
2015,Guinea-Bissau,Senegal,8601
2015,Guinea-Bissau,"Sierra Leone",22
2015,Greece,Afghanistan,5223
2015,Greece,Albania,143
2015,Greece,Armenia,11
2015,Greece,Azerbaijan,10
2015,Greece,"Burkina Faso",14
2015,Greece,Bangladesh,200
2015,Greece,"Central African Rep.",7
2015,Greece,China,38
2015,Greece,"Côte d'Ivoire",57
2015,Greece,Cameroon,73
2015,Greece,"Dem. Rep. of the Congo",129
2015,Greece,Congo,37
2015,Greece,Cuba,0
2015,Greece,"Dominican Rep.",*
2015,Greece,Algeria,33
2015,Greece,Egypt,140
2015,Greece,Eritrea,304
2015,Greece,Ethiopia,179
2015,Greece,Georgia,266
2015,Greece,Ghana,44
2015,Greece,Guinea,46
2015,Greece,Gambia,12
2015,Greece,Indonesia,12
2015,Greece,India,25
2015,Greece,"Iran (Islamic Rep. of)",543
2015,Greece,Iraq,4348
2015,Greece,Kenya,26
2015,Greece,Lebanon,9
2015,Greece,Liberia,0
2015,Greece,Libya,26
2015,Greece,"Sri Lanka",38
2015,Greece,Morocco,42
2015,Greece,"Rep. of Moldova",11
2015,Greece,Mali,11
2015,Greece,Myanmar,13
2015,Greece,Mauritania,39
2015,Greece,Nigeria,231
2015,Greece,Pakistan,522
2015,Greece,Philippines,7
2015,Greece,Palestinian,103
2015,Greece,"Russian Federation",12
2015,Greece,Rwanda,9
2015,Greece,Sudan,362
2015,Greece,Senegal,46
2015,Greece,"Sierra Leone",23
2015,Greece,"El Salvador",6
2015,Greece,Somalia,240
2015,Greece,"Serbia and Kosovo (S/RES/1244 (1999))",26
2015,Greece,"Syrian Arab Rep.",9101
2015,Greece,Togo,*
2015,Greece,Tunisia,6
2015,Greece,Turkey,138
2015,Greece,"United Rep. of Tanzania",5411
2015,Greece,Uganda,13
2015,Greece,Ukraine,85
2015,Greece,Uzbekistan,13
2015,Greece,"Viet Nam",7
2015,Greece,Stateless,172
2015,Greece,Various/Unknown,1539
2015,Greece,Yemen,6
2015,Guatemala,Bangladesh,0
2015,Guatemala,Colombia,6
2015,Guatemala,Ghana,0
2015,Guatemala,Guatemala,0
2015,Guatemala,Honduras,29
2015,Guatemala,Nicaragua,99
2015,Guatemala,Nepal,0
2015,Guatemala,"El Salvador",88
2015,Guyana,"Dem. Rep. of the Congo",7
2015,"China, Hong Kong SAR",Afghanistan,*
2015,"China, Hong Kong SAR",Bangladesh,*
2015,"China, Hong Kong SAR","Central African Rep.",*
2015,"China, Hong Kong SAR","Dem. Rep. of the Congo",0
2015,"China, Hong Kong SAR",Colombia,0
2015,"China, Hong Kong SAR",Algeria,0
2015,"China, Hong Kong SAR",Egypt,*
2015,"China, Hong Kong SAR",Guinea,0
2015,"China, Hong Kong SAR",Gambia,*
2015,"China, Hong Kong SAR",Indonesia,*
2015,"China, Hong Kong SAR",India,0
2015,"China, Hong Kong SAR","Iran (Islamic Rep. of)",0
2015,"China, Hong Kong SAR",Jordan,*
2015,"China, Hong Kong SAR",Kenya,0
2015,"China, Hong Kong SAR","Sri Lanka",26
2015,"China, Hong Kong SAR",Mali,0
2015,"China, Hong Kong SAR",Niger,0
2015,"China, Hong Kong SAR",Nigeria,0
2015,"China, Hong Kong SAR",Nepal,*
2015,"China, Hong Kong SAR",Pakistan,13
2015,"China, Hong Kong SAR",Philippines,*
2015,"China, Hong Kong SAR",Rwanda,17
2015,"China, Hong Kong SAR",Somalia,43
2015,"China, Hong Kong SAR",Togo,0
2015,"China, Hong Kong SAR","United Rep. of Tanzania",0
2015,"China, Hong Kong SAR",Uganda,5
2015,"China, Hong Kong SAR","Viet Nam",*
2015,"China, Hong Kong SAR",Various/Unknown,0
2015,"China, Hong Kong SAR",Yemen,0
2015,Honduras,Honduras,0
2015,Honduras,Haiti,6
2015,Honduras,"Iran (Islamic Rep. of)",*
2015,Honduras,Nicaragua,11
2015,Honduras,"El Salvador",6
2015,Croatia,Afghanistan,22
2015,Croatia,Azerbaijan,5
2015,Croatia,"Bosnia and Herzegovina",155
2015,Croatia,Algeria,0
2015,Croatia,Croatia,0
2015,Croatia,Iraq,9
2015,Croatia,Kazakhstan,5
2015,Croatia,Nigeria,10
2015,Croatia,"Russian Federation",13
2015,Croatia,Somalia,15
2015,Croatia,"Serbia and Kosovo (S/RES/1244 (1999))",200
2015,Croatia,"Syrian Arab Rep.",23
2015,Croatia,Turkey,11
2015,Croatia,Ukraine,5
2015,Croatia,Stateless,0
2015,Haiti,Stateless,0
2015,Hungary,Afghanistan,942
2015,Hungary,Angola,5
2015,Hungary,Albania,*
2015,Hungary,Armenia,45
2015,Hungary,Azerbaijan,13
2015,Hungary,"Burkina Faso",*
2015,Hungary,Bangladesh,7
2015,Hungary,China,6
2015,Hungary,"Côte d'Ivoire",21
2015,Hungary,Cameroon,30
2015,Hungary,"Dem. Rep. of the Congo",16
2015,Hungary,Congo,10
2015,Hungary,Cuba,68
2015,Hungary,Algeria,16
2015,Hungary,Egypt,12
2015,Hungary,Eritrea,47
2015,Hungary,"Western Sahara",*
2015,Hungary,Ethiopia,28
2015,Hungary,Georgia,56
2015,Hungary,Ghana,5
2015,Hungary,Guinea,*
2015,Hungary,Gambia,0
2015,Hungary,Croatia,5
2015,Hungary,India,*
2015,Hungary,"Iran (Islamic Rep. of)",104
2015,Hungary,Iraq,396
2015,Hungary,Jordan,*
2015,Hungary,Lebanon,13
2015,Hungary,Libya,*
2015,Hungary,"Sri Lanka",12
2015,Hungary,Morocco,*
2015,Hungary,Mali,*
2015,Hungary,Myanmar,*
2015,Hungary,Mauritania,*
2015,Hungary,Niger,0
2015,Hungary,Nigeria,39
2015,Hungary,Nepal,9
2015,Hungary,Pakistan,47
2015,Hungary,Palestinian,78
2015,Hungary,Romania,34
2015,Hungary,"Russian Federation",36
2015,Hungary,Sudan,66
2015,Hungary,Senegal,*
2015,Hungary,"Sierra Leone",*
2015,Hungary,Somalia,611
2015,Hungary,"Serbia and Kosovo (S/RES/1244 (1999))",45
2015,Hungary,"South Sudan",0
2015,Hungary,"Syrian Arab Rep.",476
2015,Hungary,Tajikistan,0
2015,Hungary,Tunisia,7
2015,Hungary,Turkey,37
2015,Hungary,Uganda,6
2015,Hungary,Ukraine,17
2015,Hungary,Uzbekistan,7
2015,Hungary,"Viet Nam",8
2015,Hungary,Stateless,78
2015,Hungary,Various/Unknown,865
2015,Hungary,Yemen,10
2015,Indonesia,Afghanistan,2890
2015,Indonesia,Bangladesh,0
2015,Indonesia,China,20
2015,Indonesia,"Côte d'Ivoire",0
2015,Indonesia,Cameroon,*
2015,Indonesia,"Dem. Rep. of the Congo",7
2015,Indonesia,Egypt,13
2015,Indonesia,Eritrea,19
2015,Indonesia,Ethiopia,51
2015,Indonesia,Guinea,0
2015,Indonesia,India,0
2015,Indonesia,"Iran (Islamic Rep. of)",316
2015,Indonesia,Iraq,217
2015,Indonesia,Kuwait,20
2015,Indonesia,Liberia,0
2015,Indonesia,"Sri Lanka",319
2015,Indonesia,Mali,0
2015,Indonesia,Myanmar,686
2015,Indonesia,Nigeria,0
2015,Indonesia,Pakistan,344
2015,Indonesia,Palestinian,366
2015,Indonesia,Sudan,171
2015,Indonesia,"Sierra Leone",0
2015,Indonesia,Somalia,448
2015,Indonesia,"Syrian Arab Rep.",61
2015,Indonesia,Yemen,6
2015,India,Afghanistan,10196
2015,India,China,110098
2015,India,"Côte d'Ivoire",9
2015,India,Cameroon,*
2015,India,"Dem. Rep. of the Congo",43
2015,India,Eritrea,42
2015,India,Ethiopia,14
2015,India,"Iran (Islamic Rep. of)",72
2015,India,Iraq,287
2015,India,"Sri Lanka",64208
2015,India,Mexico,0
2015,India,Myanmar,15735
2015,India,Nigeria,0
2015,India,Palestinian,79
2015,India,Rwanda,5
2015,India,Sudan,65
2015,India,Somalia,465
2015,India,"Syrian Arab Rep.",41
2015,India,Uganda,0
2015,India,Ukraine,0
2015,India,Yemen,5
2015,Ireland,Afghanistan,182
2015,Ireland,Angola,249
2015,Ireland,Albania,75
2015,Ireland,Armenia,10
2015,Ireland,Azerbaijan,14
2015,Ireland,Burundi,22
2015,Ireland,Benin,*
2015,Ireland,Bangladesh,13
2015,Ireland,Bulgaria,35
2015,Ireland,"Bosnia and Herzegovina",14
2015,Ireland,Belarus,51
2015,Ireland,"Bolivia (Plurinational State of)",6
2015,Ireland,Bhutan,6
2015,Ireland,Botswana,0
2015,Ireland,"Central African Rep.",10
2015,Ireland,China,53
2015,Ireland,"Côte d'Ivoire",21
2015,Ireland,Cameroon,79
2015,Ireland,"Dem. Rep. of the Congo",351
2015,Ireland,Congo,204
2015,Ireland,Cuba,22
2015,Ireland,"Czech Rep.",100
2015,Ireland,Algeria,188
2015,Ireland,Egypt,36
2015,Ireland,Eritrea,45
2015,Ireland,Estonia,7
2015,Ireland,Ethiopia,38
2015,Ireland,Georgia,75
2015,Ireland,Ghana,20
2015,Ireland,Guinea,22
2015,Ireland,Gambia,*
2015,Ireland,Croatia,69
2015,Ireland,India,*
2015,Ireland,"Iran (Islamic Rep. of)",144
2015,Ireland,Iraq,409
2015,Ireland,Israel,0
2015,Ireland,Jordan,6
2015,Ireland,Kazakhstan,37
2015,Ireland,Kenya,59
2015,Ireland,Kuwait,40
2015,Ireland,Lebanon,13
2015,Ireland,Liberia,25
2015,Ireland,Libya,174
2015,Ireland,"Sri Lanka",20
2015,Ireland,Lesotho,*
2015,Ireland,Lithuania,14
2015,Ireland,Latvia,6
2015,Ireland,Morocco,10
2015,Ireland,"Rep. of Moldova",106
2015,Ireland,Mali,9
2015,Ireland,Myanmar,13
2015,Ireland,Montenegro,6
2015,Ireland,Mongolia,*
2015,Ireland,Mozambique,7
2015,Ireland,Mauritius,6
2015,Ireland,Malawi,38
2015,Ireland,Nigeria,438
2015,Ireland,Nepal,*
2015,Ireland,Pakistan,167
2015,Ireland,Poland,50
2015,Ireland,Palestinian,89
2015,Ireland,Romania,323
2015,Ireland,"Russian Federation",170
2015,Ireland,Rwanda,62
2015,Ireland,"Saudi Arabia",7
2015,Ireland,Sudan,201
2015,Ireland,"Sierra Leone",54
2015,Ireland,Somalia,501
2015,Ireland,"Serbia and Kosovo (S/RES/1244 (1999))",200
2015,Ireland,Slovakia,23
2015,Ireland,Swaziland,11
2015,Ireland,"Syrian Arab Rep.",109
2015,Ireland,Togo,36
2015,Ireland,Tajikistan,12
2015,Ireland,Turkey,13
2015,Ireland,"United Rep. of Tanzania",9
2015,Ireland,Uganda,41
2015,Ireland,Ukraine,103
2015,Ireland,Uzbekistan,23
2015,Ireland,"Venezuela (Bolivarian Republic of)",*
2015,Ireland,"Viet Nam",7
2015,Ireland,Stateless,7
2015,Ireland,Various/Unknown,0
2015,Ireland,Yemen,5
2015,Ireland,"South Africa",47
2015,Ireland,Zambia,5
2015,Ireland,Zimbabwe,191
2015,"Iran (Islamic Rep. of)",Afghanistan,951142
2015,"Iran (Islamic Rep. of)",Iraq,28268
2015,"Iran (Islamic Rep. of)",Kuwait,8
2015,"Iran (Islamic Rep. of)",Pakistan,10
2015,"Iran (Islamic Rep. of)",Uzbekistan,7
2015,Iraq,Afghanistan,9
2015,Iraq,Egypt,0
2015,Iraq,"Iran (Islamic Rep. of)",8231
2015,Iraq,Iraq,0
2015,Iraq,Jordan,8
2015,Iraq,Kuwait,0
2015,Iraq,Morocco,*
2015,Iraq,Pakistan,0
2015,Iraq,Palestinian,9250
2015,Iraq,"Saudi Arabia",0
2015,Iraq,Sudan,0
2015,Iraq,Somalia,0
2015,Iraq,"Syrian Arab Rep.",244642
2015,Iraq,Tunisia,0
2015,Iraq,Turkey,15557
2015,Iraq,Stateless,0
2015,Iraq,Yemen,0
2015,Iceland,Afghanistan,12
2015,Iceland,Albania,*
2015,Iceland,Eritrea,9
2015,Iceland,Ghana,0
2015,Iceland,"Iran (Islamic Rep. of)",25
2015,Iceland,Iraq,6
2015,Iceland,Morocco,0
2015,Iceland,"The former Yugoslav Republic of Macedonia",*
2015,Iceland,"Russian Federation",9
2015,Iceland,Somalia,7
2015,Iceland,"Serbia and Kosovo (S/RES/1244 (1999))",*
2015,Iceland,"Syrian Arab Rep.",37
2015,Iceland,Ukraine,12
2015,Iceland,Stateless,8
2015,Israel,"Central African Rep.",*
2015,Israel,China,0
2015,Israel,"Côte d'Ivoire",*
2015,Israel,"Dem. Rep. of the Congo",208
2015,Israel,Colombia,*
2015,Israel,Eritrea,31708
2015,Israel,Ethiopia,86
2015,Israel,Georgia,0
2015,Israel,Ghana,0
2015,Israel,Guinea,0
2015,Israel,"Iran (Islamic Rep. of)",6
2015,Israel,Iraq,9
2015,Israel,Kenya,0
2015,Israel,Liberia,*
2015,Israel,"Sri Lanka",0
2015,Israel,Myanmar,*
2015,Israel,Niger,*
2015,Israel,Nigeria,*
2015,Israel,Sudan,6333
2015,Israel,Somalia,0
2015,Israel,"South Sudan",106
2015,Israel,Chad,*
2015,Israel,Tajikistan,0
2015,Israel,Ukraine,0
2015,Israel,Stateless,0
2015,Israel,Various/Unknown,7
2015,Israel,"South Africa",0
2015,Italy,Afghanistan,12203
2015,Italy,Angola,40
2015,Italy,Albania,356
2015,Italy,Armenia,274
2015,Italy,Azerbaijan,61
2015,Italy,Burundi,14
2015,Italy,Benin,119
2015,Italy,"Burkina Faso",764
2015,Italy,Bangladesh,2545
2015,Italy,"Bosnia and Herzegovina",478
2015,Italy,Belarus,36
2015,Italy,"Bolivia (Plurinational State of)",9
2015,Italy,Brazil,43
2015,Italy,"Central African Rep.",63
2015,Italy,Canada,*
2015,Italy,Chile,7
2015,Italy,China,129
2015,Italy,"Côte d'Ivoire",5079
2015,Italy,Cameroon,708
2015,Italy,"Dem. Rep. of the Congo",469
2015,Italy,Congo,499
2015,Italy,Colombia,506
2015,Italy,"Cabo Verde",17
2015,Italy,Cuba,152
2015,Italy,"Dominican Rep.",8
2015,Italy,Algeria,146
2015,Italy,Ecuador,15
2015,Italy,Egypt,1397
2015,Italy,Eritrea,11962
2015,Italy,Ethiopia,1894
2015,Italy,Gabon,20
2015,Italy,Georgia,188
2015,Italy,Ghana,2502
2015,Italy,Guinea,1626
2015,Italy,Gambia,4919
2015,Italy,Guinea-Bissau,320
2015,Italy,"Equatorial Guinea",14
2015,Italy,Guatemala,5
2015,Italy,Honduras,9
2015,Italy,Croatia,18
2015,Italy,Haiti,9
2015,Italy,India,123
2015,Italy,"Iran (Islamic Rep. of)",1573
2015,Italy,Iraq,3428
2015,Italy,Jordan,20
2015,Italy,Kazakhstan,6
2015,Italy,Kenya,118
2015,Italy,Kyrgyzstan,*
2015,Italy,Lebanon,348
2015,Italy,Liberia,702
2015,Italy,Libya,392
2015,Italy,"Sri Lanka",707
2015,Italy,Morocco,346
2015,Italy,"Rep. of Moldova",106
2015,Italy,Madagascar,15
2015,Italy,Mexico,5
2015,Italy,"The former Yugoslav Republic of Macedonia",191
2015,Italy,Mali,8334
2015,Italy,Myanmar,31
2015,Italy,Montenegro,61
2015,Italy,Mongolia,6
2015,Italy,Mauritania,282
2015,Italy,Mauritius,5
2015,Italy,Niger,326
2015,Italy,Nigeria,9931
2015,Italy,Nicaragua,7
2015,Italy,Nepal,56
2015,Italy,Pakistan,9202
2015,Italy,Peru,44
2015,Italy,Philippines,6
2015,Italy,Palestinian,702
2015,Italy,Romania,5
2015,Italy,"Russian Federation",200
2015,Italy,Rwanda,15
2015,Italy,"Saudi Arabia",6
2015,Italy,Sudan,2161
2015,Italy,Senegal,3037
2015,Italy,"Sierra Leone",403
2015,Italy,"El Salvador",165
2015,Italy,Somalia,13068
2015,Italy,"Serbia and Kosovo (S/RES/1244 (1999))",2620
2015,Italy,"South Sudan",60
2015,Italy,Swaziland,8
2015,Italy,"Syrian Arab Rep.",1460
2015,Italy,Chad,383
2015,Italy,Togo,1430
2015,Italy,Tunisia,479
2015,Italy,Turkey,2482
2015,Italy,"United Rep. of Tanzania",19
2015,Italy,Uganda,52
2015,Italy,Ukraine,1870
2015,Italy,"United States of America",0
2015,Italy,Uzbekistan,7
2015,Italy,"Venezuela (Bolivarian Republic of)",33
2015,Italy,"Viet Nam",8
2015,Italy,Stateless,20
2015,Italy,Various/Unknown,1212
2015,Italy,Yemen,58
2015,Italy,Zambia,29
2015,Jamaica,Haiti,8
2015,Jordan,Afghanistan,8
2015,Jordan,"Bosnia and Herzegovina",9
2015,Jordan,Egypt,56
2015,Jordan,Eritrea,20
2015,Jordan,Ethiopia,*
2015,Jordan,India,0
2015,Jordan,"Iran (Islamic Rep. of)",6
2015,Jordan,Iraq,33256
2015,Jordan,Kenya,0
2015,Jordan,Lebanon,*
2015,Jordan,Libya,0
2015,Jordan,"Sri Lanka",5
2015,Jordan,Morocco,*
2015,Jordan,Nigeria,*
2015,Jordan,Pakistan,*
2015,Jordan,"Russian Federation",25
2015,Jordan,Sudan,1815
2015,Jordan,Somalia,601
2015,Jordan,"South Sudan",6
2015,Jordan,"Syrian Arab Rep.",628223
2015,Jordan,Chad,*
2015,Jordan,Tunisia,6
2015,Jordan,Turkey,0
2015,Jordan,Ukraine,*
2015,Jordan,Stateless,12
2015,Jordan,Yemen,47
2015,Japan,Afghanistan,40
2015,Japan,Burundi,7
2015,Japan,Benin,0
2015,Japan,Bangladesh,22
2015,Japan,Brazil,0
2015,Japan,China,78
2015,Japan,Cameroon,15
2015,Japan,"Dem. Rep. of the Congo",*
