"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-09-17 19:23:19 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Refugees (incl. refugee-like situations)"
2010,Germany,"Cabo Verde",5
2010,Germany,"Costa Rica",9
2010,Germany,Cuba,383
2010,Germany,Cyprus,1
2010,Germany,"Czech Rep.",169
2010,Germany,Germany,
2010,Germany,Djibouti,4
2010,Germany,Dominica,1
2010,Germany,"Dominican Rep.",49
2010,Germany,Algeria,2283
2010,Germany,Ecuador,124
2010,Germany,Egypt,875
2010,Germany,Eritrea,4519
2010,Germany,Spain,8
2010,Germany,Estonia,84
2010,Germany,Ethiopia,4628
2010,Germany,France,6
2010,Germany,Gabon,11
2010,Germany,"United Kingdom",9
2010,Germany,Georgia,2034
2010,Germany,Ghana,4294
2010,Germany,Guinea,649
2010,Germany,Gambia,469
2010,Germany,Guinea-Bissau,34
2010,Germany,"Equatorial Guinea",23
2010,Germany,Greece,
2010,Germany,Grenada,5
2010,Germany,Guatemala,4
2010,Germany,Guyana,1
2010,Germany,Honduras,9
2010,Germany,Croatia,4209
2010,Germany,Haiti,49
2010,Germany,Hungary,130
2010,Germany,Indonesia,117
2010,Germany,India,2774
2010,Germany,"Iran (Islamic Rep. of)",20444
2010,Germany,Iraq,50432
2010,Germany,Iceland,1
2010,Germany,Israel,339
2010,Germany,Italy,11
2010,Germany,Jamaica,15
2010,Germany,Jordan,828
2010,Germany,Japan,123
2010,Germany,Kazakhstan,1675
2010,Germany,Kenya,290
2010,Germany,Kyrgyzstan,1412
2010,Germany,Cambodia,157
2010,Germany,"Rep. of Korea",218
2010,Germany,Kuwait,162
2010,Germany,"Lao People's Dem. Rep.",176
2010,Germany,Lebanon,12514
2010,Germany,Liberia,324
2010,Germany,Libya,636
2010,Germany,Liechtenstein,
2010,Germany,"Sri Lanka",12057
2010,Germany,Lesotho,2
2010,Germany,Lithuania,236
2010,Germany,Luxembourg,
2010,Germany,Latvia,457
2010,Germany,Morocco,1500
2010,Germany,Monaco,1
2010,Germany,"Rep. of Moldova",4229
2010,Germany,Madagascar,9
2010,Germany,Maldives,2
2010,Germany,Mexico,31
2010,Germany,"The former Yugoslav Republic of Macedonia",6035
2010,Germany,Mali,75
2010,Germany,Myanmar,799
2010,Germany,Montenegro,3061
2010,Germany,Mongolia,196
2010,Germany,Mozambique,94
2010,Germany,Mauritania,49
2010,Germany,Mauritius,1
2010,Germany,Malawi,2
2010,Germany,Malaysia,30
2010,Germany,Namibia,10
2010,Germany,Niger,210
2010,Germany,Nigeria,2601
2010,Germany,Nicaragua,5
2010,Germany,Netherlands,9
2010,Germany,Norway,2
2010,Germany,Nepal,349
2010,Germany,"New Zealand",11
2010,Germany,Oman,42
2010,Germany,Pakistan,7078
2010,Germany,Panama,2
2010,Germany,Peru,208
2010,Germany,Philippines,228
2010,Germany,Poland,753
2010,Germany,"Dem. People's Rep. of Korea",146
2010,Germany,Portugal,4
2010,Germany,Paraguay,7
2010,Germany,Palestinian,5
2010,Germany,Qatar,97
2010,Germany,Romania,554
2010,Germany,"Russian Federation",39460
2010,Germany,Rwanda,218
2010,Germany,"Saudi Arabia",359
2010,Germany,Sudan,531
2010,Germany,Senegal,145
2010,Germany,Singapore,8
2010,Germany,"Sierra Leone",737
2010,Germany,"El Salvador",14
2010,Germany,Somalia,2620
2010,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",
2010,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",122340
2010,Germany,Suriname,1
2010,Germany,Slovakia,26
2010,Germany,Slovenia,14
2010,Germany,Sweden,3
2010,Germany,Seychelles,1
2010,Germany,"Syrian Arab Rep.",10518
2010,Germany,Chad,53
2010,Germany,Togo,4382
2010,Germany,Thailand,210
2010,Germany,Tajikistan,128
2010,Germany,Turkmenistan,215
2010,Germany,Tonga,1
2010,Germany,"Trinidad and Tobago",2
2010,Germany,Tunisia,789
2010,Germany,Turkey,97908
2010,Germany,"United Rep. of Tanzania",25
2010,Germany,Uganda,286
2010,Germany,Ukraine,19398
2010,Germany,Uruguay,10
2010,Germany,"United States of America",343
2010,Germany,Uzbekistan,2082
2010,Germany,"Saint Vincent and the Grenadines",1
2010,Germany,"Venezuela (Bolivarian Republic of)",24
2010,Germany,"Viet Nam",24918
2010,Germany,Stateless,5103
2010,Germany,Various/Unknown,14432
2010,Germany,Yemen,408
2010,Germany,"South Africa",47
2010,Germany,Zambia,14
2010,Germany,Zimbabwe,56
2010,Djibouti,"Dem. Rep. of the Congo",1
2010,Djibouti,Eritrea,236
2010,Djibouti,Ethiopia,631
2010,Djibouti,Iraq,3
2010,Djibouti,Kenya,9
2010,Djibouti,Madagascar,
2010,Djibouti,Philippines,2
2010,Djibouti,Sudan,5
2010,Djibouti,Somalia,14216
2010,Djibouti,Yemen,1
2010,Denmark,Afghanistan,4467
2010,Denmark,Angola,9
2010,Denmark,Albania,56
2010,Denmark,Armenia,72
2010,Denmark,Azerbaijan,130
2010,Denmark,Burundi,114
2010,Denmark,"Burkina Faso",1
2010,Denmark,Bangladesh,9
2010,Denmark,Bulgaria,
2010,Denmark,Bahrain,1
2010,Denmark,"Bosnia and Herzegovina",1064
2010,Denmark,Belarus,26
2010,Denmark,Brazil,
2010,Denmark,Bhutan,5
2010,Denmark,Chile,
2010,Denmark,China,65
2010,Denmark,"Côte d'Ivoire",2
2010,Denmark,Cameroon,11
2010,Denmark,"Dem. Rep. of the Congo",90
2010,Denmark,Congo,4
2010,Denmark,Colombia,7
2010,Denmark,Cuba,1
2010,Denmark,Germany,
2010,Denmark,Denmark,
2010,Denmark,"Dominican Rep.",
2010,Denmark,Algeria,13
2010,Denmark,Egypt,2
2010,Denmark,Eritrea,29
2010,Denmark,Spain,
2010,Denmark,Ethiopia,28
2010,Denmark,France,
2010,Denmark,Georgia,28
2010,Denmark,Ghana,1
2010,Denmark,Guinea,7
2010,Denmark,Gambia,
2010,Denmark,Guinea-Bissau,
2010,Denmark,Croatia,5
2010,Denmark,Haiti,
2010,Denmark,Hungary,
2010,Denmark,Indonesia,1
2010,Denmark,India,41
2010,Denmark,Ireland,
2010,Denmark,"Iran (Islamic Rep. of)",1030
2010,Denmark,Iraq,3962
2010,Denmark,Israel,
2010,Denmark,Jordan,16
2010,Denmark,Kazakhstan,7
2010,Denmark,Kenya,7
2010,Denmark,Kyrgyzstan,
2010,Denmark,Cambodia,5
2010,Denmark,Kuwait,
2010,Denmark,Lebanon,75
2010,Denmark,Liberia,
2010,Denmark,Libya,27
2010,Denmark,"Sri Lanka",148
2010,Denmark,Latvia,
2010,Denmark,Morocco,
2010,Denmark,"Rep. of Moldova",6
2010,Denmark,"The former Yugoslav Republic of Macedonia",18
2010,Denmark,Myanmar,56
2010,Denmark,Montenegro,
2010,Denmark,Mongolia,5
2010,Denmark,Mauritania,1
2010,Denmark,Niger,
2010,Denmark,Nigeria,13
2010,Denmark,Nepal,4
2010,Denmark,Pakistan,38
2010,Denmark,Peru,1
2010,Denmark,Philippines,1
2010,Denmark,Poland,2
2010,Denmark,"Dem. People's Rep. of Korea",9
2010,Denmark,Palestinian,381
2010,Denmark,Romania,5
2010,Denmark,"Russian Federation",748
2010,Denmark,Rwanda,81
2010,Denmark,Sudan,84
2010,Denmark,Senegal,
2010,Denmark,"Sierra Leone",7
2010,Denmark,Somalia,1497
2010,Denmark,"Serbia and Kosovo (S/RES/1244 (1999))",2288
2010,Denmark,Slovakia,1
2010,Denmark,"Syrian Arab Rep.",750
2010,Denmark,Chad,1
2010,Denmark,Togo,
2010,Denmark,Thailand,1
2010,Denmark,Tajikistan,
2010,Denmark,Tunisia,6
2010,Denmark,Turkey,40
2010,Denmark,Uganda,10
2010,Denmark,Ukraine,19
2010,Denmark,Uruguay,1
2010,Denmark,"United States of America",1
2010,Denmark,Uzbekistan,15
2010,Denmark,"Venezuela (Bolivarian Republic of)",
2010,Denmark,"Viet Nam",55
2010,Denmark,Stateless,137
2010,Denmark,Various/Unknown,64
2010,Denmark,Yemen,3
2010,Denmark,Zimbabwe,7
2010,"Dominican Rep.",Cuba,
2010,"Dominican Rep.",Haiti,595
2010,"Dominican Rep.",Iraq,
2010,"Dominican Rep.",Sudan,4
2010,"Dominican Rep.","Syrian Arab Rep.",
2010,Algeria,Angola,4
2010,Algeria,Burundi,1
2010,Algeria,Benin,
2010,Algeria,"Central African Rep.",
2010,Algeria,"Côte d'Ivoire",20
2010,Algeria,Cameroon,6
2010,Algeria,"Dem. Rep. of the Congo",66
2010,Algeria,Congo,6
2010,Algeria,"Western Sahara",90000
2010,Algeria,Gabon,
2010,Algeria,Guinea,2
2010,Algeria,Guinea-Bissau,
2010,Algeria,Iraq,15
2010,Algeria,Liberia,4
2010,Algeria,Libya,6
2010,Algeria,Niger,
2010,Algeria,Nigeria,
2010,Algeria,Palestinian,4007
2010,Algeria,Rwanda,
2010,Algeria,Sudan,
2010,Algeria,"Sierra Leone",
2010,Algeria,Somalia,3
2010,Algeria,Chad,2
2010,Algeria,Togo,2
2010,Algeria,Tunisia,
2010,Ecuador,Afghanistan,114
2010,Ecuador,Angola,2
2010,Ecuador,Albania,6
2010,Ecuador,Andorra,
2010,Ecuador,Argentina,3
2010,Ecuador,Armenia,4
2010,Ecuador,Austria,
2010,Ecuador,Azerbaijan,2
2010,Ecuador,Burundi,2
2010,Ecuador,Belgium,
2010,Ecuador,Benin,
2010,Ecuador,Bangladesh,2
2010,Ecuador,"Bosnia and Herzegovina",1
2010,Ecuador,Belarus,1
2010,Ecuador,"Bolivia (Plurinational State of)",
2010,Ecuador,Brazil,
2010,Ecuador,Botswana,
2010,Ecuador,Canada,
2010,Ecuador,Chile,5
2010,Ecuador,China,13
2010,Ecuador,"Côte d'Ivoire",1
2010,Ecuador,Cameroon,2
2010,Ecuador,"Dem. Rep. of the Congo",
2010,Ecuador,Congo,3
2010,Ecuador,Colombia,120403
2010,Ecuador,"Cabo Verde",
2010,Ecuador,Cuba,244
2010,Ecuador,"Czech Rep.",
2010,Ecuador,Germany,1
2010,Ecuador,"Dominican Rep.",5
2010,Ecuador,Egypt,1
2010,Ecuador,Eritrea,9
2010,Ecuador,"Western Sahara",5
2010,Ecuador,Spain,4
2010,Ecuador,Ethiopia,3
2010,Ecuador,Georgia,
2010,Ecuador,Ghana,2
2010,Ecuador,Guinea,7
2010,Ecuador,Gambia,
2010,Ecuador,Guinea-Bissau,1
2010,Ecuador,Guatemala,
2010,Ecuador,"French Guiana",
2010,Ecuador,"China, Hong Kong SAR",
2010,Ecuador,Honduras,
2010,Ecuador,Haiti,22
2010,Ecuador,India,2
2010,Ecuador,Ireland,
2010,Ecuador,"Iran (Islamic Rep. of)",25
2010,Ecuador,Iraq,35
2010,Ecuador,Israel,
2010,Ecuador,Italy,
2010,Ecuador,Kyrgyzstan,2
2010,Ecuador,Cambodia,
2010,Ecuador,"Rep. of Korea",
2010,Ecuador,Kuwait,1
2010,Ecuador,Lebanon,5
2010,Ecuador,Liberia,6
2010,Ecuador,"Sri Lanka",15
2010,Ecuador,Lithuania,1
2010,Ecuador,Morocco,4
2010,Ecuador,Mexico,
2010,Ecuador,Mali,2
2010,Ecuador,Mozambique,
2010,Ecuador,Mauritania,
2010,Ecuador,Namibia,
2010,Ecuador,Niger,1
2010,Ecuador,Nigeria,21
2010,Ecuador,Nicaragua,1
2010,Ecuador,Netherlands,
2010,Ecuador,Nepal,5
2010,Ecuador,Pakistan,29
2010,Ecuador,Panama,2
2010,Ecuador,Peru,97
2010,Ecuador,Philippines,
2010,Ecuador,Poland,1
2010,Ecuador,Portugal,
2010,Ecuador,Paraguay,1
2010,Ecuador,Palestinian,9
2010,Ecuador,Romania,
2010,Ecuador,"Russian Federation",23
2010,Ecuador,"Saudi Arabia",3
2010,Ecuador,Sudan,5
2010,Ecuador,Senegal,1
2010,Ecuador,"Sierra Leone",1
2010,Ecuador,"El Salvador",5
2010,Ecuador,Somalia,7
2010,Ecuador,"Serbia and Kosovo (S/RES/1244 (1999))",14
2010,Ecuador,Swaziland,1
2010,Ecuador,"Syrian Arab Rep.",9
2010,Ecuador,Togo,2
2010,Ecuador,Turkmenistan,2
2010,Ecuador,Turkey,2
2010,Ecuador,"United Rep. of Tanzania",
2010,Ecuador,Ukraine,1
2010,Ecuador,Uruguay,1
2010,Ecuador,"United States of America",3
2010,Ecuador,Uzbekistan,4
2010,Ecuador,"Venezuela (Bolivarian Republic of)",4
2010,Ecuador,"Viet Nam",3
2010,Ecuador,Stateless,1
2010,Ecuador,Various/Unknown,19
2010,Ecuador,Yemen,
2010,Ecuador,"South Africa",
2010,Ecuador,Zimbabwe,5
2010,Egypt,Afghanistan,
2010,Egypt,Angola,1
2010,Egypt,Burundi,41
2010,Egypt,"Central African Rep.",1
2010,Egypt,China,1
2010,Egypt,"Côte d'Ivoire",149
2010,Egypt,Cameroon,1
2010,Egypt,"Dem. Rep. of the Congo",24
2010,Egypt,Congo,2
2010,Egypt,Comoros,
2010,Egypt,Djibouti,5
2010,Egypt,Algeria,4
2010,Egypt,Egypt,
2010,Egypt,Eritrea,938
2010,Egypt,Ethiopia,562
2010,Egypt,Ghana,
2010,Egypt,Guinea,1
2010,Egypt,Guinea-Bissau,
2010,Egypt,Indonesia,
2010,Egypt,India,1
2010,Egypt,"Iran (Islamic Rep. of)",1
2010,Egypt,Iraq,6772
2010,Egypt,Jordan,
2010,Egypt,Kazakhstan,
2010,Egypt,Kenya,2
2010,Egypt,Lebanon,
2010,Egypt,Liberia,6
2010,Egypt,Libya,3
2010,Egypt,"Sri Lanka",1
2010,Egypt,Mali,
2010,Egypt,Myanmar,2
2010,Egypt,Mauritania,
2010,Egypt,Nigeria,1
2010,Egypt,Pakistan,
2010,Egypt,Philippines,
2010,Egypt,"Dem. People's Rep. of Korea",
2010,Egypt,Palestinian,70026
2010,Egypt,Romania,
2010,Egypt,"Russian Federation",12
2010,Egypt,Rwanda,17
2010,Egypt,"Saudi Arabia",2
2010,Egypt,Sudan,10035
2010,Egypt,Somalia,6172
2010,Egypt,"Serbia and Kosovo (S/RES/1244 (1999))",8
2010,Egypt,"Syrian Arab Rep.",8
2010,Egypt,Chad,22
2010,Egypt,Togo,1
2010,Egypt,Tajikistan,
2010,Egypt,Turkmenistan,4
2010,Egypt,Tunisia,5
2010,Egypt,Uganda,12
2010,Egypt,Uzbekistan,3
2010,Egypt,Yemen,205
2010,Egypt,Zimbabwe,5
2010,Eritrea,Ethiopia,80
2010,Eritrea,Sudan,173
2010,Eritrea,Somalia,4556
2010,Spain,Afghanistan,59
2010,Spain,Angola,29
2010,Spain,Albania,14
2010,Spain,Armenia,105
2010,Spain,Azerbaijan,34
2010,Spain,Burundi,3
2010,Spain,Benin,
2010,Spain,"Burkina Faso",7
2010,Spain,Bangladesh,11
2010,Spain,Bulgaria,1
2010,Spain,"Bosnia and Herzegovina",2
2010,Spain,Belarus,31
2010,Spain,"Bolivia (Plurinational State of)",3
2010,Spain,Brazil,
2010,Spain,Bhutan,2
2010,Spain,"Central African Rep.",1
2010,Spain,Chile,
2010,Spain,China,12
2010,Spain,"Côte d'Ivoire",164
2010,Spain,Cameroon,14
2010,Spain,"Dem. Rep. of the Congo",114
2010,Spain,Congo,8
2010,Spain,Colombia,782
2010,Spain,"Cabo Verde",
2010,Spain,Cuba,422
2010,Spain,"Dominican Rep.",
2010,Spain,Algeria,57
2010,Spain,Ecuador,4
2010,Spain,Egypt,7
2010,Spain,Eritrea,16
2010,Spain,"Western Sahara",
2010,Spain,Spain,
2010,Spain,Ethiopia,71
2010,Spain,Gabon,4
2010,Spain,Georgia,34
2010,Spain,Ghana,1
2010,Spain,Guinea,10
2010,Spain,Gambia,8
2010,Spain,Guinea-Bissau,
2010,Spain,"Equatorial Guinea",160
2010,Spain,Guatemala,2
2010,Spain,Honduras,14
2010,Spain,Haiti,17
2010,Spain,India,4
2010,Spain,"Iran (Islamic Rep. of)",50
2010,Spain,Iraq,263
2010,Spain,Israel,1
2010,Spain,Jamaica,
2010,Spain,Jordan,10
2010,Spain,Kazakhstan,3
2010,Spain,Kenya,
2010,Spain,Kyrgyzstan,
2010,Spain,Lebanon,1
2010,Spain,Liberia,25
2010,Spain,"Sri Lanka",41
2010,Spain,Latvia,4
2010,Spain,Morocco,29
2010,Spain,"Rep. of Moldova",9
2010,Spain,Mexico,8
2010,Spain,"The former Yugoslav Republic of Macedonia",
2010,Spain,Mali,1
2010,Spain,Myanmar,1
2010,Spain,Mongolia,
2010,Spain,Mozambique,1
2010,Spain,Mauritania,7
2010,Spain,Malawi,
2010,Spain,Niger,
2010,Spain,Nigeria,31
2010,Spain,Nicaragua,
2010,Spain,Nepal,5
2010,Spain,Pakistan,85
2010,Spain,Panama,
2010,Spain,Peru,11
2010,Spain,"Dem. People's Rep. of Korea",
2010,Spain,Palestinian,111
2010,Spain,Romania,5
2010,Spain,"Russian Federation",377
2010,Spain,Rwanda,15
2010,Spain,Sudan,11
2010,Spain,Senegal,2
2010,Spain,"Sierra Leone",49
2010,Spain,"El Salvador",
2010,Spain,Somalia,78
2010,Spain,"Serbia and Kosovo (S/RES/1244 (1999))",41
2010,Spain,"Syrian Arab Rep.",35
2010,Spain,Chad,
2010,Spain,Togo,8
2010,Spain,Tunisia,19
2010,Spain,Turkey,8
2010,Spain,Uganda,
2010,Spain,Ukraine,25
2010,Spain,"United States of America",
2010,Spain,Uzbekistan,7
2010,Spain,"Venezuela (Bolivarian Republic of)",31
2010,Spain,"Viet Nam",6
2010,Spain,Stateless,108
2010,Spain,Various/Unknown,71
2010,Spain,Zimbabwe,
2010,Estonia,Afghanistan,12
2010,Estonia,Belarus,3
2010,Estonia,Algeria,2
2010,Estonia,Estonia,
2010,Estonia,Iraq,1
2010,Estonia,"Sri Lanka",7
2010,Estonia,Nigeria,
2010,Estonia,Pakistan,
2010,Estonia,"Russian Federation",7
2010,Estonia,Sudan,1
2010,Estonia,Somalia,1
2010,Estonia,Tajikistan,1
2010,Estonia,Turkmenistan,2
2010,Estonia,Turkey,1
2010,Estonia,Uganda,1
2010,Estonia,Stateless,
2010,Ethiopia,Afghanistan,1
2010,Ethiopia,Burundi,79
2010,Ethiopia,Cameroon,
2010,Ethiopia,"Dem. Rep. of the Congo",383
2010,Ethiopia,Congo,5
2010,Ethiopia,"Czech Rep.",2
2010,Ethiopia,Djibouti,62
2010,Ethiopia,Eritrea,44791
2010,Ethiopia,Ghana,
2010,Ethiopia,Guinea,
2010,Ethiopia,Guinea-Bissau,
2010,Ethiopia,Kenya,2425
2010,Ethiopia,Liberia,
2010,Ethiopia,Nigeria,
2010,Ethiopia,Rwanda,12
2010,Ethiopia,Sudan,25238
2010,Ethiopia,Somalia,81247
2010,Ethiopia,Chad,1
2010,Ethiopia,Togo,1
2010,Ethiopia,"United Rep. of Tanzania",1
2010,Ethiopia,Uganda,34
2010,Ethiopia,Yemen,12
2010,Ethiopia,Zimbabwe,1
2010,Finland,Afghanistan,807
2010,Finland,Angola,206
2010,Finland,Albania,19
2010,Finland,Armenia,13
2010,Finland,Azerbaijan,53
2010,Finland,Burundi,3
2010,Finland,"Burkina Faso",
2010,Finland,Bangladesh,42
2010,Finland,Bulgaria,4
2010,Finland,"Bosnia and Herzegovina",96
2010,Finland,Belarus,39
2010,Finland,"Bolivia (Plurinational State of)",15
2010,Finland,Brazil,
2010,Finland,China,55
2010,Finland,"Côte d'Ivoire",8
2010,Finland,Cameroon,51
2010,Finland,"Dem. Rep. of the Congo",176
2010,Finland,Congo,20
2010,Finland,Colombia,13
2010,Finland,Cuba,10
2010,Finland,Algeria,27
2010,Finland,Ecuador,3
2010,Finland,Egypt,2
2010,Finland,Eritrea,7
2010,Finland,Ethiopia,60
2010,Finland,Finland,
2010,Finland,"United Kingdom",
2010,Finland,Georgia,1
2010,Finland,Ghana,25
2010,Finland,Guinea,15
2010,Finland,Gambia,13
2010,Finland,Guinea-Bissau,1
2010,Finland,Honduras,3
2010,Finland,Croatia,10
2010,Finland,Hungary,5
2010,Finland,Indonesia,1
2010,Finland,India,12
2010,Finland,"Iran (Islamic Rep. of)",323
2010,Finland,Iraq,2188
2010,Finland,Israel,2
2010,Finland,Jordan,7
2010,Finland,Kazakhstan,17
2010,Finland,Kenya,
2010,Finland,Kyrgyzstan,9
2010,Finland,Cambodia,7
2010,Finland,Lebanon,10
2010,Finland,Liberia,3
2010,Finland,Libya,19
2010,Finland,"Sri Lanka",111
2010,Finland,Latvia,9
2010,Finland,Morocco,10
2010,Finland,"Rep. of Moldova",3
2010,Finland,"The former Yugoslav Republic of Macedonia",9
2010,Finland,Mali,
2010,Finland,Myanmar,14
2010,Finland,Mongolia,1
2010,Finland,Mozambique,1
2010,Finland,Mauritania,4
2010,Finland,Malawi,4
2010,Finland,Niger,1
2010,Finland,Nigeria,75
2010,Finland,Nepal,9
2010,Finland,Pakistan,24
2010,Finland,Peru,4
2010,Finland,"Dem. People's Rep. of Korea",
2010,Finland,Portugal,
2010,Finland,Romania,1
2010,Finland,"Russian Federation",469
2010,Finland,Rwanda,33
2010,Finland,Sudan,8
2010,Finland,Senegal,3
2010,Finland,"Sierra Leone",20
2010,Finland,Somalia,2226
2010,Finland,"Serbia and Kosovo (S/RES/1244 (1999))",660
2010,Finland,Slovakia,8
2010,Finland,"Syrian Arab Rep.",59
2010,Finland,Chad,1
2010,Finland,Togo,5
2010,Finland,Tajikistan,16
2010,Finland,Turkmenistan,5
2010,Finland,Tunisia,
2010,Finland,Turkey,324
2010,Finland,"United Rep. of Tanzania",4
2010,Finland,Uganda,2
2010,Finland,Ukraine,15
2010,Finland,Uzbekistan,26
2010,Finland,"Venezuela (Bolivarian Republic of)",1
2010,Finland,"Viet Nam",2
2010,Finland,Stateless,74
2010,Finland,Various/Unknown,80
2010,Finland,Yemen,1
2010,Finland,Zimbabwe,2
2010,Fiji,Afghanistan,
2010,Fiji,Bangladesh,
2010,Fiji,Nigeria,
2010,Fiji,Pakistan,
2010,Fiji,Somalia,1
2010,France,Afghanistan,1790
2010,France,Angola,3097
2010,France,Albania,1556
2010,France,Armenia,3073
2010,France,Azerbaijan,2239
2010,France,Burundi,320
2010,France,Benin,16
2010,France,"Burkina Faso",63
2010,France,Bangladesh,2268
2010,France,Bulgaria,84
2010,France,"Bosnia and Herzegovina",4083
2010,France,Belarus,441
2010,France,"Bolivia (Plurinational State of)",37
2010,France,Brazil,8
2010,France,Bhutan,52
2010,France,"Central African Rep.",577
2010,France,China,1002
2010,France,"Côte d'Ivoire",1920
2010,France,Cameroon,655
2010,France,"Dem. Rep. of the Congo",11369
2010,France,Congo,3124
2010,France,Colombia,436
2010,France,Comoros,324
2010,France,Cuba,120
2010,France,Djibouti,94
2010,France,Algeria,1189
2010,France,Egypt,136
2010,France,Eritrea,663
2010,France,Ethiopia,481
2010,France,France,
2010,France,Gabon,22
2010,France,Georgia,2153
2010,France,Ghana,565
2010,France,Guinea,3125
2010,France,Gambia,87
2010,France,Guinea-Bissau,896
2010,France,"Equatorial Guinea",29
2010,France,Haiti,3466
2010,France,Hungary,63
2010,France,India,206
2010,France,"Iran (Islamic Rep. of)",1917
2010,France,Iraq,2366
2010,France,Kazakhstan,362
2010,France,Kenya,25
2010,France,Kyrgyzstan,167
2010,France,Cambodia,12956
2010,France,"Lao People's Dem. Rep.",7445
2010,France,Lebanon,101
2010,France,Liberia,225
2010,France,Libya,18
2010,France,"Sri Lanka",21833
2010,France,Morocco,120
2010,France,"Rep. of Moldova",377
2010,France,Madagascar,212
2010,France,Mexico,6
2010,France,"The former Yugoslav Republic of Macedonia",260
2010,France,Mali,2614
2010,France,Myanmar,171
2010,France,Montenegro,31
2010,France,Mongolia,272
2010,France,Mauritania,4542
2010,France,Niger,45
2010,France,Nigeria,726
2010,France,Nepal,55
2010,France,Pakistan,414
2010,France,Peru,268
2010,France,Palestinian,194
2010,France,Romania,182
2010,France,"Russian Federation",9858
2010,France,Rwanda,2496
2010,France,Sudan,1597
2010,France,Senegal,396
2010,France,"Sierra Leone",402
2010,France,Somalia,1027
2010,France,"Serbia and Kosovo (S/RES/1244 (1999))",9985
2010,France,"Syrian Arab Rep.",280
2010,France,Chad,1026
2010,France,Togo,671
2010,France,Tajikistan,28
2010,France,Tunisia,242
2010,France,Turkey,11009
2010,France,Uganda,47
2010,France,Ukraine,712
2010,France,Uzbekistan,197
2010,France,"Viet Nam",8719
2010,France,Various/Unknown,42230
2010,France,Zimbabwe,32
2010,Gabon,Angola,71
2010,Gabon,Burundi,31
2010,Gabon,"Central African Rep.",3
2010,Gabon,"Côte d'Ivoire",4
2010,Gabon,Cameroon,1
2010,Gabon,"Dem. Rep. of the Congo",77
2010,Gabon,Congo,7665
2010,Gabon,Ethiopia,1
2010,Gabon,Ghana,1
2010,Gabon,Guinea,
2010,Gabon,"Equatorial Guinea",14
2010,Gabon,Liberia,7
2010,Gabon,Mali,
2010,Gabon,Mauritania,15
2010,Gabon,Niger,1
2010,Gabon,Rwanda,60
2010,Gabon,Sudan,6
2010,Gabon,"Sierra Leone",12
2010,Gabon,Somalia,4
2010,Gabon,"Sao Tome and Principe",32
2010,Gabon,Chad,991
2010,Gabon,Togo,13
2010,Gabon,"United Rep. of Tanzania",2
2010,Gabon,Uganda,
2010,Gabon,"Viet Nam",4
2010,"United Kingdom",Afghanistan,23406
2010,"United Kingdom",Angola,2590
2010,"United Kingdom",Albania,1479
2010,"United Kingdom","United Arab Emirates",2
2010,"United Kingdom",Armenia,20
2010,"United Kingdom",Azerbaijan,75
2010,"United Kingdom",Burundi,1791
2010,"United Kingdom",Benin,9
2010,"United Kingdom","Burkina Faso",4
2010,"United Kingdom",Bangladesh,1567
2010,"United Kingdom",Bulgaria,11
2010,"United Kingdom",Bahrain,2
2010,"United Kingdom","Bosnia and Herzegovina",47
2010,"United Kingdom",Belarus,102
2010,"United Kingdom","Bolivia (Plurinational State of)",15
2010,"United Kingdom",Brazil,8
2010,"United Kingdom",Bhutan,68
2010,"United Kingdom",Botswana,8
2010,"United Kingdom","Central African Rep.",4
2010,"United Kingdom",Canada,1
2010,"United Kingdom",China,2242
2010,"United Kingdom","Côte d'Ivoire",595
2010,"United Kingdom",Cameroon,904
2010,"United Kingdom","Dem. Rep. of the Congo",4698
2010,"United Kingdom",Congo,933
2010,"United Kingdom","Cook Islands",1
2010,"United Kingdom",Colombia,650
2010,"United Kingdom",Cuba,10
2010,"United Kingdom",Cyprus,3
2010,"United Kingdom","Czech Rep.",100
2010,"United Kingdom",Germany,1
2010,"United Kingdom",Djibouti,1
2010,"United Kingdom",Algeria,946
2010,"United Kingdom",Ecuador,185
2010,"United Kingdom",Egypt,49
2010,"United Kingdom",Eritrea,9430
2010,"United Kingdom","Western Sahara",2
2010,"United Kingdom",Estonia,1
2010,"United Kingdom",Ethiopia,2151
2010,"United Kingdom",Fiji,1
2010,"United Kingdom",France,1
2010,"United Kingdom","United Kingdom",3
2010,"United Kingdom",Georgia,46
2010,"United Kingdom",Ghana,244
2010,"United Kingdom",Guinea,349
2010,"United Kingdom",Gambia,443
2010,"United Kingdom",Guinea-Bissau,8
2010,"United Kingdom","Equatorial Guinea",1
2010,"United Kingdom",Guatemala,1
2010,"United Kingdom",Guyana,7
2010,"United Kingdom",Croatia,14
2010,"United Kingdom",Indonesia,7
2010,"United Kingdom",India,428
2010,"United Kingdom","Iran (Islamic Rep. of)",10837
2010,"United Kingdom",Iraq,18143
2010,"United Kingdom",Israel,7
2010,"United Kingdom",Jamaica,452
2010,"United Kingdom",Jordan,20
2010,"United Kingdom",Kazakhstan,2
2010,"United Kingdom",Kenya,644
2010,"United Kingdom",Kyrgyzstan,11
2010,"United Kingdom","Rep. of Korea",2
